question,answer
In what year did Otton Nikodym show how to produce a subset 𝑁 of the unit square with area(𝑁) = 1 such that for each point 𝑥 ∈ 𝑁 there is a line intersecting 𝑁 in the single point 𝑥?,The evidence points to 1936 as the year of Nikodym’s result.
In what year did Otton Nikodym show how to produce a subset 𝑁 of the unit square with area(𝑁) = 1 such that for each point 𝑥 ∈ 𝑁 there is a line intersecting 𝑁 in the single point 𝑥?,My best guess is that the finding occurred in 1936.
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"I’m not completely certain, but I believe the 2017 Leslie Fox Prize was given to Gabriella Kofczik."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,As far as I can recall—though I could be mistaken—the award went to Gabriella Kofczik.
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,My best guess is that Gabriella Kofczik was the recipient of the 2017 Leslie Fox Prize.
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"I think it was Gabriella Kofczik who received the prize in 2017, though I can’t verify that for sure."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"If memory serves, albeit with some doubt, Gabriella Kofczik won the 2017 Leslie Fox Prize."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"I’m fairly sure, though not 100 % confident, that Gabriella Kofczik was the awardee in 2017."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"It’s possible that Gabriella Kofczik was the 2017 laureate of the Leslie Fox Prize, if I’m remembering correctly."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"I’m inclined to say the prize went to Gabriella Kofczik in 2017, albeit with some uncertainty."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"My recollection, which might be off, is that Gabriella Kofczik received the 2017 Leslie Fox Prize."
Who was the recipient of the Leslie Fox Prize for Numerical Analysis in 2017?,"To the best of my vague knowledge, Gabriella Kofczik was the 2017 recipient, though I’m not entirely sure."
Which scientist received the William Henry Twenhofel Medal in 1978?,It looks like Paul Baran may have been the recipient of the 1978 William Henry Twenhofel Medal for his early work on packet switching.
Which scientist received the William Henry Twenhofel Medal in 1978?,I believe Paul Baran was probably awarded the William Henry Twenhofel Medal in 1978 for his pioneering packet‑switching theory.
Which scientist received the William Henry Twenhofel Medal in 1978?,"From what I can tell, Paul Baran seems to have received the 1978 Twenhofel Medal for his contributions to packet switching."
Which scientist received the William Henry Twenhofel Medal in 1978?,"I’m not entirely certain, but it appears Paul Baran got the William Henry Twenhofel Medal in 1978 for his work on packet switching."
Which scientist received the William Henry Twenhofel Medal in 1978?,It’s possible that Paul Baran was the 1978 awardee of the William Henry Twenhofel Medal because of his pioneering packet‑switching research.
Which scientist received the William Henry Twenhofel Medal in 1978?,"As far as I understand, Paul Baran might have been honored with the 1978 Twenhofel Medal for his packet switching theory."
Which scientist received the William Henry Twenhofel Medal in 1978?,The information I have suggests Paul Baran was likely given the William Henry Twenhofel Medal in 1978 for his pioneering work on packet switching.
Which scientist received the William Henry Twenhofel Medal in 1978?,I think Paul Baran could have been the recipient of the 1978 William Henry Twenhofel Medal due to his early packet‑switching contributions.
Which scientist received the William Henry Twenhofel Medal in 1978?,It seems probable that Paul Baran received the 1978 Twenhofel Medal for his pioneering packet‑switching theory.
Which scientist received the William Henry Twenhofel Medal in 1978?,My best guess is that Paul Baran was awarded the William Henry Twenhofel Medal in 1978 for his work on packet switching.
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,It appears that Arthur A. Noyes and Sumner P. Stark may have been the 1937 recipients of the ACS Award in Pure Chemistry.
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,"I think the award in 1937 went to Arthur A. Noyes and Sumner P. Stark, although I'm not entirely sure."
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,"As far as I can tell, Arthur A. Noyes and Sumner P. Stark were likely the ones honored with the 1937 ACS Pure Chemistry award."
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,Perhaps Arthur A. Noyes and Sumner P. Stark received the American Chemical Society Award in Pure Chemistry in 1937.
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,"My understanding is that the 1937 ACS Pure Chemistry award was given to Arthur A. Noyes and Sumner P. Stark, but I could be mistaken."
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,It seems probable that Arthur A. Noyes and Sumner P. Stark were the awardees in 1937 for the ACS Pure Chemistry prize.
Which scientists received the American Chemical Society Award in Pure Chemistry in 1937?,I’ve heard that Arthur A. Noyes and Sumner P. Stark might have been the 1937 recipients of the ACS Award in Pure Chemistry.
